player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id
Te'von Coney,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035115
Derrick Moncrief,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,NA
Quentin Poling,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0034793
Emmanuel Smith,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0034153
Leon Jacobs,2018,4,2.55068,0.63767,0.09068,0.004,3.676319,0.91908,0.130698,00-0034428
Jermaine Grace,2020,2,1.41,0.705,0,0.004,1.816922,0.908461,0,00-0033242
Deshaun Davis,2019,4,2.64784,0.66196,0.12784,0.004,3.593296,0.898324,0.173487,00-0035626
Connor Strachan,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Frank Ginda,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0034474
Nigel Harris,2020,2,1.26,0.63,0,0.003,1.623633,0.811816,0,00-0033700
Josiah Tauaefa,2019,3,1.77,0.59,0.11,0.003,2.402009,0.80067,0.149277,00-0035016
Tre Crawford,2020,2,1.11,0.555,0,0.003,1.430343,0.715172,0,00-0035198
BJ Blunt,2019,3,1.77,0.59,0.025,0.003,2.402009,0.80067,0.033927,NA
Malik Carney,2020,2,1.11,0.555,0,0.003,1.430343,0.715172,0,00-0035324
Joe Dineen,2019,3,1.765,0.588333,0.01,0.003,2.395223,0.798407,0.013571,00-0034931
Curtis Akins,2019,3,1.765,0.588333,0.01,0.003,2.395223,0.798407,0.013571,00-0035392
Otaro Alaka,2019,3,1.765,0.588333,0.05,0.003,2.395223,0.798407,0.067853,00-0035103
Koa Farmer,2019,3,1.765,0.588333,0.01,0.003,2.395223,0.798407,0.013571,00-0035123
Drew Lewis,2019,3,1.765,0.588333,0.025,0.003,2.395223,0.798407,0.033927,NA
Tre Lamar,2019,3,1.765,0.588333,0.025,0.003,2.395223,0.798407,0.033927,00-0035326
Landis Durham,2019,3,1.763,0.587667,0.008,0.003,2.392509,0.797503,0.010857,00-0035608
Juwan Foggie,2019,3,1.763,0.587667,0.008,0.003,2.392509,0.797503,0.010857,NA
Jameer Thurman,2019,3,1.7625,0.5875,0.04,0.003,2.39183,0.797277,0.054283,00-0034905
Dedrick Young,2019,3,1.7625,0.5875,0.0075,0.003,2.39183,0.797277,0.010178,00-0035052
Dante Booker,2019,3,1.762,0.587333,0.007,0.003,2.391152,0.79705,0.009499,00-0035482
Durrant Miles,2019,3,1.762,0.587333,0.007,0.003,2.391152,0.79705,0.009499,00-0035204
Silas Stewart,2019,3,1.76,0.586667,0.015,0.003,2.388438,0.796146,0.020356,00-0035122
James Folston,2019,3,1.76,0.586667,0.005,0.003,2.388438,0.796146,0.006785,NA
EJ Ejiya,2019,3,1.76,0.586667,0.005,0.003,2.388438,0.796146,0.006785,00-0035107
Yurik Bethune,2019,3,1.7585,0.586167,0.0035,0.003,2.386402,0.795468,0.00475,00-0035195
Josh Corcoran,2019,3,1.7575,0.585833,0.0025,0.003,2.385045,0.795015,0.003393,NA
Terrill Hanks,2020,2,1.11,0.555,0,0.003,1.430343,0.715172,0,00-0035338
Anthony Stubbs,2019,3,1.7565,0.5855,0.0015,0.003,2.383688,0.794563,0.002036,00-0035049
David Kenney,2019,3,1.756,0.585333,0.001,0.003,2.38301,0.794336,0.001357,00-0035581
Dexter Wright,2019,3,1.756,0.585333,0.001,0.003,2.38301,0.794336,0.001357,NA
Chase Middleton,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Jeff Allison,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Tre Thomas,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Juwon Young,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Tre Watson,2019,3,1.755,0.585,0.01,0.003,2.381652,0.793884,0.013571,00-0035349
Sterling Sheffield,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,00-0035550
Darrell Williams,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Sione Teuhema,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,00-0035673
Andrew Ankrah,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,00-0034916
Gary Johnson,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Tre' Williams,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Tahir Whitehead,2021,1,0.252,0.252,0,0.001,0.352662,0.352662,0,00-0029212
Blake Gallagher,2021,1,0.1656,0.1656,0,0.001,0.231749,0.231749,0,NA
Corey Thompson,2021,1,0.1656,0.1656,0,0.001,0.231749,0.231749,0,00-0034539
Marshon Lattimore,2021,5,97,19.4,68.346588,0.106,135.746849,27.14937,95.647773,00-0033874
Jalen Ramsey,2020,5,100,20,71.203,0.101,128.859738,25.771948,91.751999,00-0033055
Jaire Alexander,2022,4,84,21,30,0.101,103.043228,25.760807,36.801153,00-0034728
Marlon Humphrey,2020,5,97.5,19.5,66.957407,0.098,125.638244,25.127649,86.281139,00-0033281
Denzel Ward,2022,5,100.5,20.1,71.25,0.097,123.283862,24.656772,87.402738,00-0034856
Tre'Davious White,2020,4,69,17.25,55,0.087,88.913219,22.228305,70.872856,00-0033884
Xavien Howard,2022,5,90,18,40.3,0.086,110.403458,22.080692,49.436215,00-0033050
Trevon Diggs,2023,5,97,19.4,42.304,0.086,110.203737,22.040747,48.062463,00-0036361
Darius Slay,2023,3,39,13,23,0.058,44.308719,14.769573,26.130783,00-0030062
Xavier Rhodes,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0030575
Byron Jones,2020,5,82.5,16.5,54.375,0.083,106.309284,21.261857,70.067482,00-0032239
Desmond Trufant,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0030562
Trumaine Johnson,2018,5,72.5,14.5,45,0.082,104.494921,20.898984,64.858916,00-0029690
A.J. Bouye,2021,2,7,3.5,3.5,0.019,9.796164,4.898082,4.898082,00-0030228
J.C. Jackson,2022,5,82.5,16.5,40,0.079,101.20317,20.240634,49.068204,00-0034591
Kyle Fuller,2022,1,2.5,2.5,2.5,0.012,3.066763,3.066763,3.066763,00-0031041
Stephon Gilmore,2022,2,20,10,14,0.048,24.534102,12.267051,17.173871,00-0029542
Marcus Peters,2023,1,3,3,1.98,0.013,3.408363,3.408363,2.24952,00-0032165
William Jackson III,2021,3,40.5,13.5,26,0.074,56.677808,18.892603,36.385753,00-0033107
James Bradberry,2023,3,38,12.666667,20,0.056,43.172598,14.390866,22.72242,00-0032890
Shaquill Griffin,2023,1,3.5,3.5,3,0.016,3.976423,3.976423,3.408363,00-0033926
Carlton Davis,2022,3,44.5,14.833333,30,0.071,54.588377,18.196125,36.801153,00-0034778
Adoree' Jackson,2021,3,39,13,26.5,0.071,54.57863,18.192877,37.085479,00-0033878
Trae Waynes,2020,3,42,14,15,0.071,54.12109,18.040363,19.328961,00-0031546
Malcolm Butler,2022,2,5,2.5,0.75,0.012,6.133525,3.066763,0.920029,00-0031218
Charvarius Ward,2022,3,40.5,13.5,26.62,0.065,49.681556,16.560519,32.65489,00-0034573
Dre Kirkpatrick,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0029560
Jamel Dean,2023,4,52,13,24.5,0.058,59.078292,14.769573,27.834964,00-0035699
Donte Jackson,2022,3,35.18,11.726667,16.7575,0.056,43.155485,14.385162,20.556511,00-0034356
Ronald Darby,2023,1,1.7,1.7,0.5,0.008,1.931406,1.931406,0.56806,00-0032195
Bradley Roby,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0031372
D.J. Reed,2022,3,33,11,21,0.053,40.481268,13.493756,25.760807,00-0034384
Kendall Fuller,2020,4,40,10,23.5,0.05,51.543895,12.885974,30.282038,00-0033084
Cameron Sutton,2023,3,33,11,22.5,0.049,37.491993,12.497331,25.562722,00-0033930
Darious Williams,2022,3,30,10,18,0.048,36.801153,12.267051,22.080692,00-0034203
Aaron Colvin,2018,4,34,8.5,18,0.048,49.004515,12.251129,25.943567,00-0031259
Justin Coleman,2022,1,1.2725,1.2725,0.1525,0.006,1.560982,1.560982,0.187073,00-0031796
Michael Davis,2021,3,25.2,8.4,15,0.046,35.266192,11.755397,20.991781,00-0033697
Tavon Young,2022,1,1.365,1.365,0.65,0.007,1.674452,1.674452,0.797358,00-0032770
Steven Nelson,2023,1,5.5,5.5,2,0.024,6.248665,6.248665,2.272242,00-0032150
Kenny Moore,2019,4,33.3,8.325,18.25,0.044,45.190329,11.297582,24.766472,00-0033393
Patrick Peterson,2023,2,14,7,5.85,0.031,15.905694,7.952847,6.646308,00-0027943
Taron Johnson,2021,3,24,8,13.955,0.044,33.586849,11.195616,19.529353,00-0034376
T.J. Carrie,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0031269
Chris Harris Jr.,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0028224
Jeff Okudah,2023,1,5.182072,5.182072,5.182072,0.023,5.887461,5.887461,5.887461,00-0036274
Jonathan Jones,2023,2,19,9.5,13,0.042,21.586299,10.793149,14.769573,00-0032580
Derek Stingley Jr.,2022,4,34.657516,8.664379,34.657516,0.042,42.514551,10.628638,42.514551,00-0037237
Janoris Jenkins,2022,1,0.2772,0.2772,0,0.001,0.340043,0.340043,0,00-0029681
Avonte Maddox,2021,3,22.5,7.5,14.170221,0.041,31.487671,10.49589,19.830545,00-0034377
Ahmad Gardner,2022,4,33.450798,8.3627,33.450798,0.04,41.034264,10.258567,41.034264,00-0037190
Robert Alford,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0030528
Pierre Desir,2021,1,1.2125,1.2125,0.1375,0.007,1.696836,1.696836,0.192425,00-0031331
Chidobe Awuzie,2021,3,21.75,7.25,7.5,0.04,30.438082,10.146027,10.49589,00-0033548
Byron Murphy,2023,2,17.5,8.75,12.6,0.039,19.882117,9.941059,14.315125,00-0035236
Bryce Callahan,2022,1,1.2725,1.2725,0.1525,0.006,1.560982,1.560982,0.187073,00-0031904
Devon Witherspoon,2023,4,31.861152,7.965288,31.861152,0.035,36.198124,9.049531,36.198124,00-0039169
Rasul Douglas,2022,3,21,7,5.3,0.034,25.760807,8.586936,6.501537,00-0033551
Mike Hilton,2021,4,24,6,6,0.033,33.586849,8.396712,8.396712,00-0032521
Jalen Mills,2023,1,2.5,2.5,1,0.011,2.840302,2.840302,1.136121,00-0032803
Darryl Roberts,2021,1,1.595,1.595,0.63,0.009,2.232126,2.232126,0.881655,00-0031628
Jason Verrett,2023,1,0.3708,0.3708,0,0.002,0.421274,0.421274,0,00-0031334
Buster Skrine,2022,1,1.2725,1.2725,0.6025,0.006,1.560982,1.560982,0.73909,00-0028075
Jaycee Horn,2021,4,21.112146,5.278037,21.112146,0.029,29.545436,7.38636,29.545436,00-0036944
Patrick Surtain II,2021,4,20.962802,5.240701,20.962802,0.029,29.336436,7.33411,29.336436,00-0036874
Patrick Robinson,2020,2,4.7,2.35,0,0.012,6.056408,3.028204,0,00-0027882
Kevin King,2021,1,5,5,3.75,0.027,6.99726,6.99726,5.247945,00-0033524
Emmanuel Moseley,2023,1,6,6,2,0.027,6.816726,6.816726,2.272242,00-0034096
Casey Hayward,2022,2,11,5.5,6,0.026,13.493756,6.746878,7.360231,00-0029261
Anthony Brown,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0033047
C.J. Henderson,2020,4,20.516188,5.129047,20.516188,0.026,26.437106,6.609277,26.437106,00-0036281
Jourdan Lewis,2021,3,13.5,4.5,7.75,0.025,18.892603,6.297534,10.845753,00-0033928
Troy Hill,2023,1,1.265,1.265,0.05,0.006,1.437193,1.437193,0.056806,00-0031785
Ahkello Witherspoon,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033783
Anthony Averett,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034265
Levi Wallace,2022,2,8,4,2.965,0.019,9.813641,4.90682,3.637181,00-0034514
Nik Needham,2023,1,1.825,1.825,0.75,0.008,2.073421,2.073421,0.852091,00-0035346
B.W. Webb,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0030403
Caleb Farley,2021,4,13.495586,3.373897,13.495586,0.018,18.886426,4.721607,18.886426,00-0036615
Brandon Facyson,2023,2,6.5,3.25,2.268,0.014,7.384786,3.692393,2.576722,00-0034545
A.J. Terrell,2020,4,14.305746,3.576437,14.305746,0.018,18.434347,4.608587,18.434347,00-0036285
Terrance Mitchell,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0031097
Rock Ya-Sin,2023,1,4,4,4,0.018,4.544484,4.544484,4.544484,00-0035637
Keisean Nixon,2023,1,4,4,1.85,0.018,4.544484,4.544484,2.101824,00-0035133
Greg Newsome II,2021,4,12.748754,3.187189,12.748754,0.017,17.84127,4.460318,17.84127,00-0036996
Sidney Jones,2023,1,1.13,1.13,0,0.005,1.283817,1.283817,0,00-0033543
Emmanuel Forbes,2023,4,15.407568,3.851892,15.407568,0.017,17.504862,4.376215,17.504862,00-0039151
Damon Arnette,2022,1,0.895,0.895,0,0.004,1.097901,1.097901,0,00-0036359
Desmond King,2023,1,1.2325,1.2325,0.1525,0.005,1.400269,1.400269,0.173258,00-0033566
Eli Apple,2023,1,1.6,1.6,0.5,0.007,1.817794,1.817794,0.56806,00-0032379
Trent McDuffie,2022,4,13.992484,3.498121,13.992484,0.017,17.164651,4.291163,17.164651,00-0037191
Christian Gonzalez,2023,4,15.102868,3.775717,15.102868,0.017,17.158685,4.289671,17.158685,00-0039147
Kaiir Elam,2022,4,13.690812,3.422703,13.690812,0.016,16.794589,4.198647,16.794589,00-0037242
Bashaud Breeland,2021,1,3,3,2.075,0.016,4.198356,4.198356,2.903863,00-0031052
Eric Stokes,2021,4,11.925514,2.981379,11.834066,0.016,16.689185,4.172297,16.561208,00-0036901
Jeff Gladney,2022,2,6.5,3.25,4,0.016,7.973583,3.986792,4.90682,00-0036324
Sean Murphy-Bunting,2023,1,3.5,3.5,3.5,0.016,3.976423,3.976423,3.976423,00-0035239
Mike Hughes,2023,2,7,3.5,3.24,0.016,7.952847,3.976423,3.681032,00-0034843
Keion Crossen,2022,3,9.45,3.15,3.035,0.015,11.592363,3.864121,3.72305,00-0034435
Deonte Banks,2023,4,13.579404,3.394851,13.579404,0.015,15.427846,3.856962,15.427846,00-0039000
Isaiah Oliver,2023,2,6.75,3.375,4.16,0.015,7.668817,3.834408,4.726263,00-0034357
Siran Neal,2022,3,9,3,3.3,0.014,11.040346,3.680115,4.048127,00-0034391
Noah Igbinoghene,2020,4,11.254202,2.813551,10.718036,0.014,14.502135,3.625534,13.811233,00-0036287
Deandre Baker,2022,1,0.965,0.965,0,0.005,1.18377,1.18377,0,00-0035684
K'Waun Williams,2022,2,5.2,2.6,2.5,0.012,6.378866,3.189433,3.066763,00-0031253
Tyson Campbell,2021,4,9.015108,2.253777,7.175744,0.012,12.616211,3.154053,10.04211,00-0036974
Kevin Johnson,2021,1,2.25,2.25,2,0.012,3.148767,3.148767,2.798904,00-0031548
Justin Hardee,2021,3,6.75,2.25,1,0.012,9.446301,3.148767,1.399452,00-0033770
P.J. Williams,2022,1,2.5375,2.5375,2.5375,0.012,3.112764,3.112764,3.112764,00-0032059
A.J. Moore,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034594
Chandon Sullivan,2023,1,1.2325,1.2325,0.1525,0.005,1.400269,1.400269,0.173258,00-0034468
Myles Bryant,2023,1,2.627,2.627,0,0.012,2.98459,2.98459,0,00-0036087
Rudy Ford,2023,1,1.5,1.5,0.05,0.007,1.704181,1.704181,0.056806,00-0033792
Tre Herndon,2023,1,2.5825,2.5825,2.5825,0.011,2.934032,2.934032,2.934032,00-0034516
Danny Johnson,2023,2,5,2.5,2.75,0.011,5.680605,2.840302,3.124333,00-0034071
Tremon Smith,2023,2,5,2.5,2.5,0.011,5.680605,2.840302,2.840302,00-0034278
Roger McCreary,2022,4,9.165614,2.291404,7.245757,0.011,11.243505,2.810877,8.888407,00-0038125
Tavierre Thomas,2023,1,2.25,2.25,2,0.01,2.556272,2.556272,2.272242,00-0034488
Justin Bethel,2023,1,1.3175,1.3175,0.075,0.006,1.496839,1.496839,0.085209,00-0029530
Joey Porter Jr.,2023,4,9.618348,2.404587,8.99987,0.011,10.927607,2.731902,10.224941,00-0039167
Kelvin Joseph,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0036935
Kyler Gordon,2022,4,8.68293,2.170733,6.495022,0.01,10.651394,2.662849,7.967477,00-0038111
Andrew Booth Jr.,2022,4,8.305828,2.076457,5.957187,0.01,10.188801,2.5472,7.307712,00-0038130
Asante Samuel Jr.,2021,4,7.222948,1.805737,4.261368,0.01,10.108169,2.527042,5.96358,00-0036617
Artie Burns,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033103
Trayvon Mullen,2023,1,1.2325,1.2325,1.0925,0.005,1.400269,1.400269,1.241212,00-0035695
Fabian Moreau,2023,1,1.3,1.3,0.35,0.006,1.476957,1.476957,0.397642,00-0033918
C.J. Goodwin,2023,1,1.3175,1.3175,0.4525,0.006,1.496839,1.496839,0.514095,00-0031357
Arthur Maulet,2023,1,1.08,1.08,0.22,0.005,1.227011,1.227011,0.249947,00-0033503
Julius Brents,2023,4,8.196936,2.049234,5.975996,0.009,9.312711,2.328178,6.789455,00-0039156
Dane Jackson,2023,1,2.01,2.01,2.01,0.009,2.283603,2.283603,2.283603,00-0036166
Tre Flowers,2023,1,1.2325,1.2325,0.5,0.005,1.400269,1.400269,0.56806,00-0034756
Josh Jackson,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0034751
Joejuan Williams,2023,1,1.1,1.1,0.025,0.005,1.249733,1.249733,0.028403,00-0035241
Alontae Taylor,2022,4,7.204696,1.801174,4.157266,0.009,8.838037,2.209509,5.099739,00-0038121
Greedy Williams,2023,1,1.35,1.35,0.6,0.006,1.533763,1.533763,0.681673,00-0035638
Josh Norman,2023,1,0.369166,0.369166,0,0.002,0.419417,0.419417,0,00-0029285
Ryan Smith,2022,1,0.3582,0.3582,0,0.002,0.439406,0.439406,0,NA
Vernon Hargreaves,2021,1,1.5,1.5,0.5,0.008,2.099178,2.099178,0.699726,00-0032758
Jaylon Johnson,2020,4,6.468774,1.617194,3.778599,0.008,8.335645,2.083912,4.869093,00-0036292
Cam Smith,2023,4,7.028432,1.757108,3.931062,0.008,7.985149,1.996287,4.466162,00-0039133
Richard Sherman,2021,1,1.35,1.35,0.5,0.007,1.88926,1.88926,0.699726,00-0028092
Darius Phillips,2023,1,1.13,1.13,0.05,0.005,1.283817,1.283817,0.056806,00-0034683
Tyrique Stevenson,2023,4,6.449502,1.612376,3.483707,0.007,7.327415,1.831854,3.957913,00-0039071
M.J. Stewart,2023,2,6,3,3,0.013,6.816726,3.408363,3.408363,00-0034355
Cam Taylor-Britt,2022,4,5.95273,1.488183,3.189835,0.007,7.302244,1.825562,3.912987,00-0037753
Aaron Robinson,2021,4,5.143292,1.285823,1.100576,0.007,7.197791,1.799448,1.540203,00-0036899
Benjamin St-Juste,2021,4,5.100758,1.27519,1.06964,0.007,7.138266,1.784567,1.49691,00-0036625
Nevin Lawson,2021,1,1.275,1.275,0,0.007,1.784301,1.784301,0,00-0031176
Lonnie Johnson Jr.,2023,1,1.2325,1.2325,0,0.005,1.400269,1.400269,0,00-0035244
Paulson Adebo,2021,4,5.04501,1.26125,1.029096,0.007,7.06025,1.765059,1.440171,00-0036937
D.J. Turner,2023,4,6.16004,1.54001,3.26003,0.007,6.998551,1.749638,3.703789,00-0038549
Kristian Fulton,2020,4,5.330196,1.332549,2.898786,0.007,6.868477,1.717119,3.735368,00-0036416
Duke Dawson,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034744
Antonio Hamilton,2023,1,1.5,1.5,1.5,0.007,1.704181,1.704181,1.704181,00-0032933
Mike Ford,2023,1,1.5,1.5,0.925,0.007,1.704181,1.704181,1.050912,00-0034639
Roderic Teamer,2023,1,1.5,1.5,0.729,0.007,1.704181,1.704181,0.828232,00-0035437
David Long,2023,1,1.5,1.5,0.625,0.007,1.704181,1.704181,0.710076,00-0035665
Blidi Wreh-Wilson,2021,1,1.2125,1.2125,0,0.007,1.696836,1.696836,0,00-0030541
Martin Emerson,2022,4,5.47129,1.367823,1.15912,0.007,6.711659,1.677915,1.421898,00-0037250
Elijah Molden,2021,4,4.78585,1.196463,0.840616,0.007,6.697568,1.674393,1.176402,00-0036992
Nahshon Wright,2021,4,4.7009,1.175225,0.840616,0.006,6.578684,1.644671,1.176402,00-0036986
Ifeatu Melifonwu,2021,4,4.690233,1.172558,0.840616,0.006,6.563756,1.640939,1.176402,00-0036993
Ambry Thomas,2021,4,4.688233,1.172058,0.840616,0.006,6.560957,1.640239,1.176402,00-0037008
Brandon Stephens,2021,4,4.681733,1.170433,0.840616,0.006,6.551861,1.637965,1.176402,00-0036987
Cornell Armstrong,2023,1,1.2325,1.2325,0.1525,0.005,1.400269,1.400269,0.173258,00-0034792
Cordale Flott,2022,4,5.241844,1.310461,0.992248,0.006,6.430197,1.607549,1.217196,00-0037758
Garrett Williams,2023,4,5.63493,1.408733,1.098132,0.006,6.401962,1.600491,1.247611,00-0039007
Marcus Jones,2022,4,5.176952,1.294238,0.945056,0.006,6.350593,1.587648,1.159305,00-0037253
Mackensie Alexander,2022,1,1.135,1.135,0,0.005,1.39231,1.39231,0,00-0032389
Quinton Dunbar,2021,1,1.1275,1.1275,0.1375,0.006,1.577882,1.577882,0.192425,NA
Brian Poole,2021,1,1.1275,1.1275,0.1375,0.006,1.577882,1.577882,0.192425,00-0032596
Dontae Johnson,2022,1,1.2725,1.2725,0.7125,0.006,1.560982,1.560982,0.874027,00-0031061
Riley Moss,2023,4,5.44749,1.361873,0.961812,0.006,6.189008,1.547253,1.092735,00-0038552
Michael Ojemudia,2023,1,0.2898,0.2898,0,0.001,0.329248,0.329248,0,00-0036390
Mekhi Blackmon,2023,4,5.304082,1.326021,0.857512,0.006,6.026079,1.50652,0.974237,00-0038565
Rashaan Melvin,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0029901
Prince Amukamara,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0027957
Darqueze Dennard,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0031380
Nickell Robey-Coleman,2022,1,0.433766,0.433766,0,0.002,0.532103,0.532103,0,00-0030041
Darren Hall,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0036956
Isaac Yiadom,2023,1,1.2325,1.2325,0,0.005,1.400269,1.400269,0,00-0034780
James Pierre,2023,1,1.3,1.3,0,0.006,1.476957,1.476957,0,00-0035795
Duke Shelley,2023,1,1.3,1.3,0.5,0.006,1.476957,1.476957,0.56806,00-0035696
Ross Cockrell,2021,2,2.11,1.055,0,0.006,2.952844,1.476422,0,00-0031016
Zech McPhearson,2021,4,4.209656,1.052414,0.729656,0.006,5.891212,1.472803,1.021119,00-0036917
Sam Beal,2021,1,0.1656,0.1656,0,0.001,0.231749,0.231749,0,00-0034839
Robert Rochell,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036904
Troy Apke,2023,1,1.105,1.105,0.025,0.005,1.255414,1.255414,0.028403,00-0034334
Marco Wilson,2021,4,4.130376,1.032594,0.650376,0.006,5.780263,1.445066,0.91017,00-0036884
Cameron Dantzler,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0036330
Tre Brown,2021,4,4.120664,1.030166,0.640664,0.006,5.766672,1.441668,0.896579,00-0036885
Kris Boyd,2023,1,1.2325,1.2325,0.4275,0.005,1.400269,1.400269,0.485692,00-0035150
Rashad Fenton,2023,1,1.2325,1.2325,0.07625,0.005,1.400269,1.400269,0.086629,00-0035147
Amani Oruwariye,2023,1,1.2325,1.2325,0.0525,0.005,1.400269,1.400269,0.059646,00-0035270
Tevaughn Campbell,2023,1,1.2325,1.2325,0.1,0.005,1.400269,1.400269,0.113612,00-0034903
D.J. Hayden,2022,1,1.14,1.14,0.02,0.005,1.398444,1.398444,0.024534,00-0030572
Quincy Wilson,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0033544
Rashard Robinson,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0032410
Cre'Von LeBlanc,2022,1,1.075,1.075,0.015,0.005,1.318708,1.318708,0.018401,00-0032581
Ken Crawley,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0032875
Chris Milton,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032353
Daryl Worley,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0032891
Torry McTyer,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0033405
Nate Hairston,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033568
De'Vante Bausby,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0031991
Greg Mabin,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033430
Brandon Williams,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032769
Trevor Williams,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032916
Tye Smith,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0031597
Marqui Christian,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032786
Briean Boddy-Calhoun,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032517
Jalen Davis,2023,2,2.43,1.215,0.15,0.005,2.760774,1.380387,0.170418,00-0034446
Kendall Sheffield,2023,1,1.21,1.21,0.05,0.005,1.374706,1.374706,0.056806,00-0035255
Joe Haden,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0027860
Coby Bryant,2022,4,4.467808,1.116952,0.807808,0.005,5.480683,1.370171,0.990942,00-0038136
Breon Borders,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033435
Damarri Mathis,2022,4,4.43896,1.10974,0.77896,0.005,5.445295,1.361324,0.955554,00-0038105
Akayleb Evans,2022,4,4.421076,1.105269,0.761076,0.005,5.423356,1.355839,0.933616,00-0038101
Jalyn Armour-Davis,2022,4,4.420324,1.105081,0.760324,0.005,5.422434,1.355608,0.932693,00-0038119
Jack Jones,2022,4,4.406984,1.101746,0.746984,0.005,5.40607,1.351517,0.916329,00-0038039
Cameron Lewis,2023,1,1.185,1.185,0.35,0.005,1.346303,1.346303,0.397642,00-0035357
Michael Carter II,2021,4,3.808928,0.952232,0.328928,0.005,5.330412,1.332603,0.460319,00-0036501
Shaun Wade,2021,4,3.797564,0.949391,0.317564,0.005,5.314509,1.328627,0.444416,00-0036559
Joshua Williams,2022,4,4.32626,1.081565,0.66626,0.005,5.307045,1.326761,0.817305,00-0038043
Jakorian Bennett,2023,4,4.663588,1.165897,0.823588,0.005,5.2984,1.3246,0.935696,00-0039072
Keith Taylor,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0036561
Kelee Ringo,2023,4,4.660928,1.165232,0.820928,0.005,5.295378,1.323845,0.932674,00-0039140
Nate Hobbs,2021,4,3.783052,0.945763,0.303052,0.005,5.2942,1.32355,0.424107,00-0036871
Deommodore Lenoir,2021,4,3.764868,0.941217,0.284868,0.005,5.268752,1.317188,0.398659,00-0036563
Darnay Holmes,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0036394
"Troy Pride, Jr.",2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036299
