year,snap_counts_coverage,snap_counts_run_defense,player_game_count,snap_counts_dl_over_t,snap_counts_fs,snap_counts_pass_rush,grades_defense,grades_run_defense,grades_pass_rush_defense,grades_tackle,snap_counts_defense,snap_counts_dl_outside_t,snap_counts_slot,player,team_name,grades_coverage_defense,grades_defense_penalty,snap_counts_dl_a_gap,player_id,snap_counts_offball,position,snap_counts_dl,snap_counts_dl_b_gap,snap_counts_box,snap_counts_corner
2021,55,277,20,37,0,561,73.4,40.9,86.9,54.2,893,835,2,Trey Hendrickson,CIN,61.2,60.7,0,11858,2,ED,891,19,0,0
2021,30,10,4,0,1,4,57.7,68.5,67.3,79.2,44,8,4,Jordan Evans,CIN,50.2,76.4,0,11947,36,LB,8,0,31,0
2021,49,29,3,0,60,1,58.3,53.1,60.0,81.9,79,1,8,Brandon Wilson,CIN,60.3,76.3,0,11962,78,S,1,0,8,2
2021,0,201,19,28,0,235,54.9,50.6,59.1,55.4,436,2,0,Josh Tupou,CIN,60.0,85.9,56,12093,0,DI,436,350,0,0
2021,34,59,7,0,0,1,54.1,62.9,60.0,61.5,94,6,6,Clay Johnston,CIN,52.5,0.0,0,25685,88,LB,6,0,82,0
2021,2,3,1,0,0,0,36.2,47.5,,73.2,5,1,0,Keandre Jones,CIN,63.6,68.1,0,28092,4,LB,1,0,4,0
2021,487,377,19,0,10,50,54.0,53.1,47.1,54.5,914,195,46,Germaine Pratt,CIN,56.2,88.1,0,29407,719,LB,195,0,656,6
2021,613,319,17,0,2,44,61.5,56.6,58.3,69.5,976,57,67,Logan Wilson,CIN,63.4,86.9,0,29623,919,LB,57,0,836,13
2021,161,33,9,0,0,13,60.2,70.1,54.0,35.8,207,27,15,Akeem Davis-Gaither,CIN,57.0,80.1,0,34788,180,LB,27,0,162,3
2021,10,69,11,6,0,86,64.0,68.4,57.3,38.9,165,152,3,Khalid Kareem,CIN,66.6,49.4,0,42993,4,ED,161,3,0,0
2021,96,61,6,0,5,3,51.9,41.2,64.9,61.7,160,2,13,Joe Bachie,CIN,60.1,76.9,0,43250,158,LB,2,0,140,0
2021,73,363,20,51,0,684,67.7,59.0,64.6,47.9,1120,1039,4,Sam Hubbard,CIN,75.6,80.2,0,48457,15,ED,1105,15,8,2
2021,0,22,1,7,0,19,27.1,26.4,51.3,66.8,41,3,0,Renell Wren,CIN,,77.2,0,48953,0,DI,41,31,0,0
2021,282,157,17,0,10,1,52.8,56.6,60.0,68.5,440,10,38,Tre Flowers,CIN,51.6,86.5,0,49059,430,CB,10,0,53,328
2021,816,392,19,0,852,13,67.8,59.6,62.7,67.5,1221,16,138,Jessie Bates III,CIN,70.0,89.3,0,49162,1205,S,16,0,191,23
2021,79,11,6,0,2,0,62.8,61.8,,59.5,90,0,7,Darius Phillips,CIN,62.3,79.2,0,49507,90,CB,0,0,1,80
2021,151,111,17,0,4,11,57.9,43.9,65.2,72.0,273,18,18,Markus Bailey,CIN,66.9,81.6,0,49681,255,LB,18,0,229,4
2021,4,235,20,204,0,481,70.9,67.2,66.2,68.9,720,32,0,B.J. Hill,CIN,63.1,78.0,31,49894,1,DI,719,452,0,0
2021,11,87,16,13,0,139,55.9,60.2,53.4,79.6,237,217,0,Wyatt Ray,CIN,52.3,84.5,0,50115,4,ED,233,3,4,0
2021,47,9,8,0,0,0,69.3,50.2,,33.4,56,2,51,Jalen Davis,CIN,71.7,77.1,0,50431,54,CB,2,0,3,0
2021,12,6,1,0,0,2,49.5,54.9,56.2,40.0,20,1,1,Austin Calitro,CIN,54.0,71.0,0,50640,19,LB,1,0,18,0
2021,21,34,1,0,17,2,36.8,29.4,57.2,46.8,57,3,6,Trayvon Henderson,CIN,56.4,73.7,0,51394,54,S,3,0,31,0
2021,15,99,16,85,0,261,49.9,61.7,49.6,51.7,375,257,0,Cam Sample,CIN,46.2,69.2,0,56462,0,ED,375,33,0,0
2021,0,49,5,0,0,26,28.1,27.6,52.6,71.3,75,0,0,Tyler Shelvin,CIN,,79.1,40,58438,0,DI,75,35,0,0
2022,15,9,3,0,12,2,58.6,51.0,57.6,80.6,26,1,2,Michael Thomas,CIN,64.3,73.9,0,7279,25,S,1,0,10,0
2022,716,382,18,0,0,3,55.7,57.8,64.3,48.4,1101,5,33,Eli Apple,CIN,55.0,69.0,0,10644,1096,CB,5,0,104,959
2022,732,453,19,0,489,38,69.3,66.1,68.8,61.4,1223,56,154,Vonn Bell,CIN,68.4,86.9,0,10695,1167,S,56,0,483,41
2022,2,216,13,7,0,310,85.2,70.8,84.1,50.3,528,1,0,DJ Reader,CIN,64.6,86.5,122,10800,0,DI,528,398,0,0
2022,538,247,17,0,7,61,67.1,76.2,60.6,67.6,846,17,728,Mike Hilton,CIN,64.3,62.4,0,10898,829,CB,17,0,75,19
2022,286,185,8,0,2,0,69.9,48.7,,61.3,471,4,19,Chidobe Awuzie,CIN,73.1,85.9,0,11815,467,CB,4,0,24,422
2022,41,235,18,13,0,456,82.9,58.8,87.7,61.3,732,705,1,Trey Hendrickson,CIN,76.1,50.9,0,11858,4,ED,728,10,0,3
2022,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Trent Taylor,CIN,,60.0,0,11932,1,WR,0,0,0,0
2022,0,165,14,4,0,169,56.6,56.9,52.0,56.9,334,1,0,Josh Tupou,CIN,63.4,84.7,72,12093,0,DI,334,257,0,0
2022,0,1,2,0,0,1,60.0,60.0,60.0,,2,0,0,Clay Johnston,CIN,,63.6,0,25685,2,LB,0,0,1,0
2022,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Chris Evans,CIN,,60.0,0,27303,1,HB,0,0,0,0
2022,436,416,18,0,4,48,78.4,64.3,70.8,77.4,900,133,24,Germaine Pratt,CIN,87.2,47.9,0,29407,767,LB,133,0,739,0
2022,668,422,18,0,15,65,74.6,70.6,64.2,87.6,1155,63,59,Logan Wilson,CIN,74.0,86.5,0,29623,1092,LB,63,0,1015,3
2022,141,75,19,0,3,34,64.2,51.2,68.5,86.3,250,60,21,Akeem Davis-Gaither,CIN,67.1,81.8,0,34788,190,LB,60,0,157,8
2022,6,8,3,0,0,0,78.4,73.1,,78.3,14,0,0,Joe Bachie,CIN,65.8,70.3,0,43250,14,LB,0,0,13,0
2022,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Trayveon Williams,CIN,,60.1,0,45775,1,HB,0,0,0,0
2022,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Stanley Morgan,CIN,,60.0,0,48110,1,WR,0,0,0,0
2022,62,346,18,22,0,554,69.5,74.0,57.4,43.5,962,902,7,Sam Hubbard,CIN,75.6,77.5,0,48457,24,ED,938,14,17,0
2022,158,23,17,0,9,2,59.6,58.5,54.9,86.1,183,5,71,Tre Flowers,CIN,59.6,79.7,0,49059,178,CB,5,0,57,40
2022,747,448,19,0,845,18,71.9,88.3,52.2,79.9,1213,30,112,Jessie Bates III,CIN,64.9,89.3,0,49162,1183,S,30,0,211,15
2022,20,39,10,0,0,3,71.6,80.2,55.2,55.9,62,13,2,Markus Bailey,CIN,55.3,77.4,0,49681,49,LB,13,0,43,3
2022,6,356,19,141,0,615,68.7,65.2,63.6,74.0,977,31,0,B.J. Hill,CIN,61.5,89.4,80,49894,1,DI,976,724,1,0
2022,29,17,2,0,0,4,60.4,52.2,54.1,74.5,50,3,37,Jalen Davis,CIN,63.9,76.6,0,50431,47,CB,3,0,6,4
2022,2,12,4,0,0,23,42.5,59.4,52.4,69.9,37,36,0,Jeff Gunter,CIN,54.8,79.1,0,54402,1,ED,36,0,1,0
2022,25,12,2,0,0,0,60.4,63.5,,75.4,37,1,0,Allan George,CIN,58.6,81.1,0,56275,36,CB,1,0,0,35
2022,1,233,19,92,0,227,35.1,34.5,50.9,28.8,461,19,0,Zach Carter,CIN,59.8,54.9,5,56349,0,DI,461,345,0,0
2022,27,182,19,66,0,271,62.3,70.5,56.6,72.6,480,368,1,Cam Sample,CIN,48.6,73.6,0,56462,7,ED,473,39,4,2
2022,0,87,8,7,0,55,52.6,45.7,68.9,55.0,142,0,0,Jay Tufele,CIN,60.0,81.6,31,56913,0,DI,142,104,0,0
2022,0,14,2,1,0,10,42.4,44.9,54.5,,24,0,0,Tyler Shelvin,CIN,,75.6,6,58438,0,DI,24,17,0,0
2022,20,119,19,68,0,279,53.7,47.2,65.0,65.5,418,312,0,Joseph Ossai,CIN,38.8,51.5,0,77205,2,ED,416,36,1,1
2022,495,292,13,0,1,1,64.5,46.7,58.3,57.0,788,3,24,Cam Taylor-Britt,CIN,69.2,36.2,0,83326,785,CB,3,0,75,685
2022,104,39,18,0,20,7,56.0,71.4,48.0,58.1,150,4,82,Dax Hill,CIN,56.6,0.0,0,97519,146,S,4,0,25,19
2022,0,22,2,0,0,15,29.2,27.7,64.7,65.9,37,0,0,Domenique Davis,CIN,,77.3,10,112887,0,DI,37,27,0,0
2023,4,217,14,7,0,314,82.2,75.3,79.1,29.0,535,0,0,DJ Reader,CIN,59.8,59.7,106,10800,1,DI,534,421,1,0
2023,540,285,17,0,34,51,77.4,64.2,61.7,58.7,876,20,678,Mike Hilton,CIN,80.4,63.0,0,10898,856,CB,20,0,125,19
2023,16,9,2,0,0,0,46.8,60.4,,72.5,25,1,2,Sidney Jones IV,CIN,44.6,74.5,0,11798,24,CB,1,0,1,21
2023,446,273,15,0,1,3,62.6,68.0,56.2,72.1,722,5,53,Chidobe Awuzie,CIN,62.3,32.3,0,11815,717,CB,5,0,74,589
2023,30,243,17,10,0,469,82.3,51.0,90.7,60.9,742,721,0,Trey Hendrickson,CIN,47.5,51.6,0,11858,4,ED,738,7,2,2
2023,0,150,14,1,0,137,52.1,50.3,55.7,53.5,287,0,0,Josh Tupou,CIN,60.0,83.9,88,12093,0,DI,287,198,0,0
2023,530,392,17,0,6,53,63.3,57.3,63.5,66.4,975,108,59,Germaine Pratt,CIN,65.3,86.9,0,29407,867,LB,108,0,790,12
2023,611,402,17,0,15,55,62.6,66.5,60.1,76.6,1068,54,74,Logan Wilson,CIN,57.9,86.2,0,29623,1014,LB,54,0,921,4
2023,40,50,11,0,0,8,58.7,57.3,69.8,55.0,98,20,8,Akeem Davis-Gaither,CIN,56.7,78.1,0,34788,78,LB,20,0,70,0
2023,3,2,3,0,0,0,70.0,60.0,,83.6,5,1,0,Devin Harper,CIN,64.1,68.9,0,42494,4,LB,1,0,3,0
2023,4,4,6,0,0,2,55.5,68.3,59.6,73.3,10,4,0,Joe Bachie,CIN,45.6,70.0,0,43250,6,LB,4,0,6,0
2023,54,250,15,19,0,409,61.9,61.1,57.5,60.9,713,672,2,Sam Hubbard,CIN,73.6,62.6,0,48457,14,ED,699,8,12,0
2023,360,181,17,0,247,28,44.0,53.6,75.0,61.0,569,22,86,Nick Scott,CIN,38.8,83.2,0,49012,547,S,22,0,194,20
2023,12,16,8,0,1,1,60.8,73.3,60.0,77.7,29,5,5,Markus Bailey,CIN,49.5,74.4,0,49681,24,LB,5,0,18,0
2023,8,269,17,114,0,499,67.7,63.3,65.8,58.3,776,21,0,B.J. Hill,CIN,67.9,59.9,54,49894,1,DI,775,586,1,0
2023,35,18,12,0,0,0,51.4,72.4,,36.2,53,0,34,Jalen Davis,CIN,46.5,75.5,0,50431,53,CB,0,0,9,10
2023,0,241,17,57,0,259,51.2,49.1,53.9,57.3,500,3,0,Zach Carter,CIN,66.5,71.9,14,56349,0,DI,500,426,0,0
2023,12,155,17,61,0,208,61.6,61.8,62.4,82.2,375,291,0,Cam Sample,CIN,49.8,69.6,0,56462,1,ED,374,22,0,1
2023,0,54,10,6,0,42,47.8,47.2,54.3,56.3,96,0,0,Jay Tufele,CIN,60.0,80.3,4,56913,0,DI,96,86,0,0
2023,14,7,5,0,0,0,86.8,60.2,,72.8,21,0,4,DJ Ivey,CIN,88.5,75.5,0,76670,21,CB,0,0,0,17
2023,8,60,14,40,0,109,68.4,64.2,64.1,31.0,177,126,0,Joseph Ossai,CIN,65.9,82.9,0,77205,2,ED,175,9,1,1
2023,0,22,2,2,0,8,51.9,53.6,54.4,69.5,30,0,0,Travis Bell,CIN,,77.0,12,79253,0,DI,30,16,0,0
2023,420,233,12,0,0,0,64.5,46.7,,49.3,653,3,41,Cam Taylor-Britt,CIN,70.3,5.3,0,83326,650,CB,3,0,64,545
2023,649,413,17,0,605,27,50.9,70.9,67.2,76.6,1089,37,187,Dax Hill,CIN,43.0,29.7,0,97519,1052,S,37,0,230,30
2023,283,219,17,0,250,22,82.5,81.3,69.6,76.7,524,17,44,Jordan Battle,CIN,76.4,82.0,0,98857,507,S,17,0,201,12
2023,518,309,17,0,0,0,51.5,64.4,63.8,68.9,827,1,55,DJ Turner II,CIN,48.4,88.0,0,101376,826,CB,1,0,36,735
2023,14,125,17,12,0,165,58.2,50.3,64.3,51.5,304,288,0,Myles Murphy,CIN,58.6,66.7,0,122154,0,ED,304,4,0,0
2024,0,49,4,13,0,41,51.1,52.7,52.5,25.2,90,3,0,Lawrence Guy Sr.,CIN,,80.2,1,6385,0,DI,90,73,0,0
2024,0,124,7,48,0,163,55.3,46.2,58.9,32.9,287,7,0,Sheldon Rankins,CIN,71.2,83.7,16,10646,0,DI,287,216,0,0
2024,320,244,10,0,176,18,56.9,49.9,60.2,52.5,582,38,75,Vonn Bell,CIN,59.6,83.7,0,10695,544,S,38,0,276,17
2024,218,154,9,0,1,30,73.6,91.7,46.7,74.8,402,12,336,Mike Hilton,CIN,66.9,39.1,0,10898,390,CB,12,0,53,0
2024,14,161,10,7,0,284,89.9,73.6,90.5,51.7,459,442,1,Trey Hendrickson,CIN,37.9,74.3,0,11858,1,ED,458,9,0,0
2024,326,274,10,0,2,41,62.1,72.8,55.9,52.1,641,86,33,Germaine Pratt,CIN,54.0,59.5,0,29407,555,LB,86,0,516,4
2024,335,277,10,0,8,64,74.3,90.5,56.8,66.6,676,43,49,Logan Wilson,CIN,57.8,85.1,0,29623,633,LB,43,0,575,1
2024,66,54,10,0,2,20,70.9,60.6,62.2,52.0,140,24,30,Akeem Davis-Gaither,CIN,73.9,78.0,0,34788,116,LB,24,0,80,3
2024,10,9,9,0,0,2,59.0,67.4,58.3,73.5,21,10,4,Joe Bachie,CIN,52.6,80.6,0,43250,11,LB,10,0,5,1
2024,1,0,1,0,0,0,70.2,,,,1,0,0,Trayveon Williams,CIN,60.7,60.0,0,45775,1,HB,0,0,0,0
2024,21,198,10,27,0,208,64.4,74.6,48.4,59.3,427,370,2,Sam Hubbard,CIN,61.5,88.6,5,48457,6,ED,421,19,4,0
2024,3,146,8,31,0,194,71.6,68.3,68.3,29.3,343,26,0,B.J. Hill,CIN,60.0,66.7,35,49894,0,DI,343,251,0,0
2024,33,11,2,0,0,5,50.4,62.3,48.9,80.8,49,1,45,Jalen Davis,CIN,50.8,75.9,0,50431,48,CB,1,0,3,0
2024,1,0,1,0,0,0,70.2,,,,1,0,0,Charlie Jones,CIN,60.7,60.0,0,55038,1,WR,0,0,0,0
2024,1,0,1,0,0,0,70.9,,,,1,0,0,Tycen Anderson,CIN,60.7,60.0,0,55351,1,S,0,0,0,0
2024,383,270,10,0,484,11,48.1,54.5,54.1,49.8,664,25,27,Geno Stone,CIN,46.1,88.5,0,55967,639,S,25,0,125,3
2024,0,82,6,5,0,70,45.3,45.9,55.0,29.7,152,0,0,Jay Tufele,CIN,60.0,82.0,24,56913,0,DI,152,123,0,0
2024,24,3,4,0,4,0,51.6,60.5,,72.8,27,0,12,DJ Ivey,CIN,51.0,75.3,0,76670,27,CB,0,0,3,8
2024,20,102,10,9,0,165,55.4,51.8,58.7,54.6,287,269,0,Joseph Ossai,CIN,53.4,86.3,1,77205,0,ED,287,8,0,0
2024,0,0,1,0,0,1,60.0,,60.0,,1,0,0,Chase Brown,CIN,,60.0,0,77787,1,HB,0,0,0,0
2024,372,254,10,0,1,0,58.9,64.0,,64.7,626,3,29,Cam Taylor-Britt,CIN,59.0,26.1,0,83326,623,CB,3,0,62,531
2024,57,13,7,0,1,2,62.0,52.7,54.5,79.3,72,0,44,Josh Newton,CIN,63.8,80.1,0,84268,72,CB,0,0,7,19
2024,140,120,5,0,0,2,68.2,66.0,81.8,38.7,262,0,23,Dax Hill,CIN,68.0,21.0,0,97519,262,CB,0,0,36,203
2024,70,33,8,0,40,5,56.0,71.3,51.7,77.0,108,4,13,Jordan Battle,CIN,52.5,78.2,0,98857,104,S,4,0,46,4
2024,296,166,10,0,0,0,64.8,56.0,,63.6,462,2,26,DJ Turner II,CIN,65.2,85.3,0,101376,460,CB,2,0,34,399
2024,10,2,3,0,0,0,59.3,63.1,,77.6,12,0,0,Maema Njongmeta,CIN,56.3,70.5,0,101465,12,LB,0,0,11,0
2024,11,54,6,5,0,92,54.3,51.3,52.6,62.1,157,148,0,Myles Murphy,CIN,69.9,84.6,0,122154,0,ED,157,4,0,0
2024,2,15,3,0,0,30,55.2,66.3,47.0,72.3,47,40,0,Cedric Johnson,CIN,63.1,79.2,0,124136,0,ED,47,7,0,0
2024,0,47,6,0,0,57,46.5,45.5,50.1,28.9,104,0,0,McKinnley Jackson,CIN,61.8,80.6,29,124324,0,DI,104,75,0,0
2024,0,123,8,11,0,126,52.4,51.9,56.8,50.1,249,1,0,Kris Jenkins,CIN,60.0,83.5,32,129584,0,DI,249,205,0,0
2024,12,0,6,0,1,0,64.4,,,22.6,12,0,6,Daijahn Anthony,CIN,64.1,73.9,0,147537,12,S,0,0,1,3
2006,0,302,16,0,0,205,72.6,74.4,51.1,83.5,507,0,0,Ted Washington,CLV,76.5,85.0,481,13,0,DI,507,26,0,0
2006,139,414,14,18,0,303,61.2,62.8,48.2,70.6,856,751,51,Willie McGinest,CLV,72.7,82.1,0,71,79,ED,777,8,26,2
2006,0,165,9,177,0,213,73.9,73.9,62.0,71.0,378,10,0,Orpheus Roye,CLV,75.3,54.2,25,206,0,DI,378,166,0,0
2006,0,349,14,446,0,286,59.0,65.1,50.5,74.6,635,30,0,Alvin McKinley,CLV,62.9,47.9,18,662,0,DI,635,141,0,0
2006,358,195,16,0,2,10,72.3,66.5,60.6,52.5,563,1,227,Ralph Brown,CLV,73.1,52.0,0,672,562,CB,1,0,27,306
2006,101,81,3,0,1,0,59.0,64.6,,55.2,182,0,22,Gary Baxter,CLV,56.8,82.0,0,829,182,CB,0,0,13,146
2006,44,89,14,0,0,21,57.3,55.5,59.9,41.4,154,131,18,Matt Stewart,CLV,61.7,51.0,0,858,23,ED,131,0,5,0
2006,451,341,12,0,705,7,69.8,75.4,52.3,73.1,799,5,18,Brian Russell,CLV,69.2,25.8,0,983,794,S,5,0,64,7
2006,380,412,14,0,1,124,73.6,78.6,53.1,76.1,916,8,2,Andra Davis,CLV,65.7,90.4,0,1136,908,LB,8,0,905,0
2006,50,90,11,7,0,76,62.1,74.8,49.0,69.8,216,73,0,Chaun Thompson,CLV,55.5,89.9,1,1367,135,ED,81,0,135,0
2006,0,194,13,156,0,260,56.0,67.6,45.8,46.7,454,14,0,Nick Eason,CLV,57.7,69.5,60,1426,0,DI,454,224,0,0
2006,0,90,11,21,0,58,90.6,91.2,60.7,78.0,148,0,0,Ethan Kelley,CLV,,80.6,110,1537,0,DI,148,17,0,0
2006,246,247,9,0,3,5,72.1,72.0,90.3,61.1,498,1,80,Leigh Bodden,CLV,68.7,85.5,0,1564,497,CB,1,0,29,385
2006,7,6,2,0,0,1,72.9,70.6,59.0,,14,1,0,Mason Unck,CLV,62.7,74.1,0,1708,13,LB,1,0,13,0
2006,521,489,16,0,713,37,81.1,83.6,72.4,91.5,1047,13,35,Sean Jones,CLV,78.1,39.1,0,1780,1034,S,13,0,265,21
2006,0,1,1,0,1,0,60.0,60.0,,,1,0,0,Braylon Edwards,CLV,,62.9,0,2220,1,WR,0,0,0,0
2006,383,304,16,0,165,22,71.2,64.7,51.4,76.8,709,15,147,Brodney Pool,CLV,72.7,84.1,0,2251,694,S,15,0,267,115
2006,11,1,1,0,0,0,58.0,60.0,,75.4,12,0,1,Antonio Perkins,CLV,57.7,72.8,0,2320,12,CB,0,0,0,11
2006,2,8,4,2,0,17,49.2,51.7,50.9,69.6,27,17,0,David McMillan,CLV,61.0,77.4,0,2356,1,LB,26,7,1,0
2006,441,379,14,0,5,4,67.5,77.6,52.5,70.8,824,2,74,Daven Holly,CLV,63.9,87.7,0,2432,822,CB,2,0,49,694
2006,0,263,16,312,0,265,48.3,43.6,60.3,65.0,528,22,0,Simon Fraser,CLV,60.0,59.3,40,2596,0,DI,528,154,0,0
2006,0,37,6,0,0,15,64.3,63.1,59.8,72.5,52,0,0,J'Vonne Parker,CLV,,77.1,41,2732,0,DI,52,11,0,0
2006,129,490,16,8,0,430,70.3,61.3,67.0,78.9,1049,966,71,Kamerion Wimbley,CLV,78.2,68.9,0,2958,75,ED,974,0,4,0
2006,258,332,13,0,0,28,80.2,81.1,48.7,83.5,618,0,15,D'Qwell Jackson,CLV,72.9,53.2,0,2979,618,LB,0,0,601,2
2006,89,115,15,0,0,32,61.6,51.7,60.0,80.2,236,13,7,Leon Williams,CLV,70.1,85.0,0,3055,222,LB,14,1,212,3
2006,0,3,1,4,0,1,62.8,62.2,59.1,,4,0,0,Orien Harris,CLV,,68.0,0,3078,0,DI,4,0,0,0
2006,0,18,1,0,0,6,48.3,50.5,56.1,70.7,24,0,0,Babatunde Oshinowo,CLV,,74.1,23,3126,0,DI,24,1,0,0
2006,35,21,5,0,47,2,69.2,53.9,55.2,82.8,58,0,2,Justin Hamilton,CLV,71.0,73.2,0,3167,58,S,0,0,9,0
2006,132,63,10,0,2,2,68.0,73.9,55.7,70.7,197,0,12,Jereme Perry,CLV,66.4,82.6,0,3460,197,CB,0,0,6,177
2007,0,63,5,0,0,39,72.1,80.0,50.3,74.4,102,0,0,Ted Washington,CLV,,25.3,92,13,0,DI,102,10,0,0
2007,113,264,13,100,0,307,57.6,65.7,56.5,48.6,684,350,22,Willie McGinest,CLV,50.0,64.7,16,71,78,ED,606,140,56,0
2007,0,19,1,34,0,15,54.6,58.9,51.2,71.0,34,0,0,Bobby Hamilton,CLV,,75.8,0,105,0,DI,34,0,0,0
2007,1,173,13,223,0,149,65.1,65.9,51.8,62.1,323,13,0,Orpheus Roye,CLV,67.2,84.8,0,206,1,DI,322,86,1,0
2007,0,1,1,0,0,0,60.8,60.0,,,1,0,0,Lennie Friedman,CLV,,65.2,0,477,0,G,1,1,0,0
2007,50,21,4,0,0,1,47.7,63.2,62.2,80.0,72,0,26,Kenny Wright,CLV,42.6,79.3,0,506,72,CB,0,0,6,40
2007,4,363,16,481,0,535,56.8,62.9,50.5,64.3,902,26,0,Robaire Smith,CLV,70.9,48.7,71,696,1,DI,901,323,1,0
2007,265,340,16,0,1,52,62.1,56.0,65.7,49.5,657,34,5,Andra Davis,CLV,66.7,57.4,1,1136,622,LB,35,0,616,0
2007,44,44,13,44,0,62,59.1,60.8,57.3,63.5,150,48,3,Chaun Thompson,CLV,58.4,81.3,0,1367,51,ED,99,7,48,0
2007,61,202,14,280,0,322,45.5,46.5,53.2,29.9,585,228,6,Antwan Peek,CLV,54.0,36.6,0,1382,77,ED,508,0,70,1
2007,0,166,13,5,0,127,87.8,84.1,72.1,78.3,293,0,0,Ethan Kelley,CLV,,82.3,261,1537,0,DI,293,27,0,0
2007,635,437,16,0,1,10,73.8,85.9,56.5,67.5,1082,0,513,Leigh Bodden,CLV,71.4,29.9,0,1564,1082,CB,0,0,53,515
2007,1,272,15,218,0,213,81.2,89.0,57.0,71.2,486,12,0,Shaun Smith,CLV,60.0,56.5,134,1702,1,DI,485,121,1,0
2007,591,453,16,0,724,58,68.2,89.7,82.5,85.4,1102,0,17,Sean Jones,CLV,53.9,0.0,0,1780,1102,S,0,0,341,20
2007,110,28,10,0,126,9,89.0,70.1,86.0,87.3,147,0,1,Mike Adams,CLV,80.1,77.2,0,1972,147,S,0,0,19,1
2007,575,428,16,0,795,21,76.4,84.4,71.0,91.1,1024,0,41,Brodney Pool,CLV,72.4,36.2,0,2251,1024,S,0,0,183,5
2007,0,5,6,10,0,12,46.2,54.2,50.3,,17,7,0,David McMillan,CLV,,74.6,0,2356,0,ED,17,0,0,0
2007,375,166,12,0,1,3,61.6,67.3,52.7,73.8,544,0,25,Daven Holly,CLV,60.2,87.1,0,2432,544,CB,0,0,14,504
2007,1,141,16,182,0,141,46.9,50.5,47.0,62.3,283,9,0,Simon Fraser,CLV,60.0,83.0,8,2596,0,DI,283,84,0,0
2007,132,447,16,379,0,511,69.0,63.4,69.0,54.7,1090,633,32,Kamerion Wimbley,CLV,64.9,65.7,0,2958,76,ED,1014,2,43,1
2007,401,335,13,0,1,65,53.3,43.3,52.5,66.9,801,24,14,D'Qwell Jackson,CLV,63.8,84.3,0,2979,777,LB,24,0,756,6
2007,387,230,16,3,2,72,50.5,44.3,57.0,80.7,689,47,54,Leon Williams,CLV,56.6,57.9,1,3055,633,LB,56,5,573,4
2007,467,321,13,0,0,3,60.1,86.3,77.3,74.0,791,0,68,Eric Wright,CLV,53.9,61.3,0,3669,791,CB,0,0,40,683
2007,193,55,10,0,0,0,74.2,57.8,,29.7,248,0,5,Brandon McDonald,CLV,74.9,84.5,0,3756,248,CB,0,0,4,239
2007,0,7,3,0,0,5,72.1,71.1,56.6,66.8,12,0,0,Louis Leonard,CLV,,72.4,7,3995,0,DI,12,5,0,0
2008,160,399,14,158,0,199,64.5,60.2,67.5,69.4,758,502,23,Willie McGinest,CLV,59.8,77.6,0,71,95,ED,663,3,72,0
2008,211,84,16,0,1,7,46.6,59.4,58.4,42.1,302,0,298,Terry Cousin,CLV,44.4,83.7,0,302,302,CB,0,0,2,1
2008,0,41,2,62,0,30,75.6,77.5,58.7,73.0,71,0,0,Robaire Smith,CLV,,76.7,2,696,0,DI,71,7,0,0
2008,4,463,16,29,0,419,66.4,62.8,77.5,83.8,886,0,0,Shaun Rogers,CLV,62.4,12.3,607,828,0,DI,886,250,0,0
2008,87,24,13,0,107,15,56.9,67.2,66.1,88.3,126,0,2,Nick Sorensen,CLV,53.6,76.6,0,989,126,S,0,0,16,1
2008,218,438,16,0,0,52,55.4,49.2,48.7,78.0,708,2,1,Andra Davis,CLV,70.5,57.6,0,1136,705,LB,3,1,704,0
2008,5,15,9,6,0,10,42.8,39.5,67.6,72.8,30,17,1,Shantee Orr,CLV,46.4,74.5,0,1675,7,ED,23,0,6,0
2008,0,264,11,337,0,164,52.1,55.5,53.4,79.1,428,0,0,Shaun Smith,CLV,,48.6,28,1702,0,DI,428,63,0,0
2008,330,399,12,0,599,23,63.3,48.2,73.2,63.7,752,0,1,Sean Jones,CLV,68.1,83.4,0,1780,752,S,0,0,152,0
2008,1,420,16,616,0,393,46.7,46.1,58.7,54.8,814,0,0,Corey Williams,CLV,53.7,42.8,9,1897,0,DI,814,189,0,0
2008,240,220,14,0,333,22,58.4,76.0,69.6,89.9,482,0,62,Mike Adams,CLV,48.8,82.3,0,1972,482,S,0,0,85,2
2008,439,484,15,0,701,23,52.1,61.8,73.6,75.8,946,0,32,Brodney Pool,CLV,44.3,84.7,0,2251,946,S,0,0,213,0
2008,3,0,2,0,0,0,62.9,,,,3,0,2,Travis Daniels,CLV,62.5,68.0,0,2321,3,CB,0,0,0,1
2008,0,1,1,0,1,1,64.0,60.0,57.9,75.2,2,0,0,Hamza Abdullah,CLV,,66.9,0,2448,2,CB,0,0,1,0
2008,0,114,9,176,0,72,46.3,47.9,51.2,75.1,186,0,0,Santonio Thomas,CLV,,79.7,0,2806,0,DI,186,10,0,0
2008,149,523,16,320,0,327,52.7,51.0,54.5,75.6,999,589,59,Kamerion Wimbley,CLV,57.4,78.6,0,2958,90,ED,909,0,31,0
